Mức giá,Diện tích,Số phòng ngủ,"Số phòng tắm, vệ sinh",Đường vào,Huyện,Tỉnh
6000000000.0,30.0,3,3,,Bắc Từ Liêm,Hà Nội
7000000000.0,39.0,4,3,,Đống Đa,Hà Nội
8300000000.000001,148.7,9,9,,Sơn Trà,Đà Nẵng
12400000000.0,140.0,2,2,5.0,Tân Phú,Hồ Chí Minh
7990000000.0,51.0,1,1,,Nam Từ Liêm,Hà Nội
17500000000.0,70.0,6,7,3.5,Hoàng Mai,Hà Nội
1750000000.0,100.0,4,4,8.0,Hóc Môn,Hồ Chí Minh
13500000000.0,36.0,3,3,,Đống Đa,Hà Nội
5800000000.0,84.0,3,2,,Nha Trang,Khánh Hòa
5390000000.0,79.0,5,4,8.0,Quận 7,Hồ Chí Minh
21900000000.0,69.0,3,4,9.0,Cầu Giấy,Hà Nội
3800000000.0,47.0,3,2,3.0,Quận 3,Hồ Chí Minh
14000000000.0,44.0,4,4,,Ba Đình,Hà Nội
7800000000.0,59.4,4,4,7.0,Tân Phú,Hồ Chí Minh
8000000000.0,32.0,3,3,,Quận 4,Hồ Chí Minh
29000000000.0,85.0,4,4,,Tây Hồ,Hà Nội
4960000000.0,110.2,2,1,2.0,Nha Trang,Khánh Hòa
4350000000.0,36.0,3,4,,Tân Bình,Hồ Chí Minh
5900000000.0,52.0,4,4,2.2,Nam Từ Liêm,Hà Nội
5500000000.0,57.0,3,2,5.0,Tân Phú,Hồ Chí Minh
1360000000.0,56.0,3,3,6.0,Quận 12,Hồ Chí Minh
7500000000.0,64.1,4,3,4.7,Thủ Đức,Hồ Chí Minh
14000000000.0,60.0,4,4,,Thanh Xuân,Hà Nội
28800000000.0,74.0,4,4,,Cầu Giấy,Hà Nội
9900000000.0,60.0,5,3,,Hà Đông,Hà Nội
9500000000.0,72.0,5,5,8.0,Quận 7,Hồ Chí Minh
11000000000.0,53.4,4,4,8.0,Quận 10,Hồ Chí Minh
17700000000.0,68.0,4,4,,Cầu Giấy,Hà Nội
24500000000.0,72.0,14,13,4.0,Nam Từ Liêm,Hà Nội
12800000000.0,53.0,4,4,2.5,Tây Hồ,Hà Nội
19200000000.0,52.0,6,4,6.0,Đống Đa,Hà Nội
8800000000.0,41.0,3,3,2.0,Đống Đa,Hà Nội
14300000000.0,55.0,4,4,,Bắc Từ Liêm,Hà Nội
15000000000.0,74.9,4,4,,Quận 1,Hồ Chí Minh
20000000000.0,65.0,4,4,,Đống Đa,Hà Nội
12600000000.0,58.0,10,10,3.0,Nam Từ Liêm,Hà Nội
1750000000.0,92.0,3,2,6.0,Vĩnh Cửu,Đồng Nai
12500000000.0,45.0,3,4,,Cầu Giấy,Hà Nội
6990000000.0,56.0,5,5,,Quận 7,Hồ Chí Minh
5200000000.0,33.0,4,4,3.0,Nam Từ Liêm,Hà Nội
23800000000.0,49.0,3,5,6.0,Hai Bà Trưng,Hà Nội
16000000000.0,43.0,4,4,,Long Biên,Hà Nội
10600000000.0,78.0,4,4,3.0,Thanh Xuân,Hà Nội
3690000000.0,58.5,4,5,6.0,Quận 5,Hồ Chí Minh
20600000000.0,63.0,5,5,9.0,Đống Đa,Hà Nội
18000000000.0,70.0,4,4,50.0,Đống Đa,Hà Nội
5700000000.0,30.0,4,4,,Hà Đông,Hà Nội
11900000000.0,101.0,4,4,,Tân Phú,Hồ Chí Minh
6800000000.0,32.0,3,3,15.0,Thanh Xuân,Hà Nội
19700000000.0,77.0,18,18,,Thanh Trì,Hà Nội
5290000000.0,35.0,4,4,,Thanh Trì,Hà Nội
3790000000.0,40.0,3,3,5.0,Quận 12,Hồ Chí Minh
10300000000.0,39.5,4,4,5.0,Long Biên,Hà Nội
3800000000.0,19.8,2,3,,Quận 6,Hồ Chí Minh
3600000000.0,45.0,3,3,,Gò Vấp,Hồ Chí Minh
10500000000.0,121.0,4,4,6.0,Tân Bình,Hồ Chí Minh
14000000000.0,126.0,4,4,,Bình Tân,Hồ Chí Minh
5700000000.0,77.1,3,4,4.0,Thanh Khê,Đà Nẵng
13700000000.0,121.0,4,4,10.0,Dĩ An,Bình Dương
15500000000.0,83.0,18,4,,Thanh Xuân,Hà Nội
15000000000.0,45.0,3,4,6.0,Đống Đa,Hà Nội
33600000000.0,161.0,4,3,5.0,Cầu Giấy,Hà Nội
5350000000.0,30.0,3,3,2.1,Hai Bà Trưng,Hà Nội
2350000000.0,55.0,2,4,,Cẩm Lệ,Đà Nẵng
8700000000.0,32.0,4,5,3.4,Tây Hồ,Hà Nội
10200000000.0,54.0,4,3,4.0,Hoàng Mai,Hà Nội
6750000000.0,39.0,4,3,,Cầu Giấy,Hà Nội
15100000000.0,50.0,4,4,,Đống Đa,Hà Nội
8960000000.0,71.0,6,7,6.0,Gò Vấp,Hồ Chí Minh
6790000000.0,40.0,5,4,,Đống Đa,Hà Nội
10800000000.0,69.0,4,4,,Cầu Giấy,Hà Nội
5600000000.0,61.4,3,3,7.0,Thủ Đức,Hồ Chí Minh
4280000000.0000005,68.0,2,1,5.5,Quận 12,Hồ Chí Minh
1890000000.0,33.0,1,1,2.5,Quận 2,Hồ Chí Minh
3600000000.0,78.0,4,4,5.0,Dĩ An,Bình Dương
3200000000.0,23.3,2,2,3.0,Quận 8,Hồ Chí Minh
59000000000.0,300.0,6,6,12.0,Ba Đình,Hà Nội
21500000000.0,70.0,4,4,,Cầu Giấy,Hà Nội
5000000000.0,100.0,2,2,6.0,Quận 12,Hồ Chí Minh
23300000000.0,89.0,4,4,,Nam Từ Liêm,Hà Nội
14000000000.0,48.0,4,4,4.0,Cầu Giấy,Hà Nội
6700000000.0,100.0,3,2,,Quận 9,Hồ Chí Minh
40000000000.0,72.0,3,5,10.0,Đống Đa,Hà Nội
4950000000.0,105.0,6,6,6.0,Quận 12,Hồ Chí Minh
8500000000.0,40.0,4,4,,Thanh Trì,Hà Nội
20000000000.0,50.0,4,4,11.0,Cầu Giấy,Hà Nội
7500000000.0,36.0,4,4,3.0,Ba Đình,Hà Nội
4200000000.0,40.0,2,2,,Bình Tân,Hồ Chí Minh
83000000000.0,130.0,4,4,10.0,Cầu Giấy,Hà Nội
16000000000.0,48.0,8,5,10.0,Hoàng Mai,Hà Nội
3000000000.0,129.0,3,3,,Bình Chánh,Hồ Chí Minh
5900000000.0,36.0,3,3,,Ba Đình,Hà Nội
13990000000.0,35.0,4,4,,Cầu Giấy,Hà Nội
10500000000.0,76.0,3,4,12.0,Gò Vấp,Hồ Chí Minh
70500000000.0,270.0,6,6,10.0,Cầu Giấy,Hà Nội
11500000000.0,100.0,4,4,20.0,Bình Tân,Hồ Chí Minh
10200000000.0,40.0,10,10,,Thanh Xuân,Hà Nội
3490000000.0,46.0,3,2,6.0,An Dương,Hải Phòng
6750000000.0,120.0,4,3,4.0,Quận 7,Hồ Chí Minh
3100000000.0,66.0,4,4,6.0,Quận 9,Hồ Chí Minh
90000000000.0,288.0,4,4,,Bắc Từ Liêm,Hà Nội
1800000000.0,1700.0,3,4,4.0,Thạnh Hóa,Long An
4000000000.0,50.0,4,4,,Bình Tân,Hồ Chí Minh
14800000000.0,42.0,3,4,15.0,Tây Hồ,Hà Nội
6500000000.0,72.0,4,4,,Gò Vấp,Hồ Chí Minh
23000000000.0,108.0,5,5,8.0,Hai Bà Trưng,Hà Nội
5500000000.0,31.0,2,2,3.0,Hoàng Mai,Hà Nội
4950000000.0,54.0,3,3,2.5,Hải Châu,Đà Nẵng
8650000000.0,83.0,4,4,,Long Biên,Hà Nội
1600000000.0,49.0,2,1,,Biên Hòa,Đồng Nai
7000000000.0,31.0,3,2,,Đống Đa,Hà Nội
8250000000.0,72.0,4,6,8.0,Bình Tân,Hồ Chí Minh
21600000000.0,96.0,6,6,9.0,Thanh Xuân,Hà Nội
1950000000.0,60.0,2,2,12.0,Hóc Môn,Hồ Chí Minh
17500000000.0,72.0,5,6,6.0,Thanh Xuân,Hà Nội
4050000000.0,64.0,5,5,5.0,Biên Hòa,Đồng Nai
3600000000.0,128.0,2,1,6.0,Biên Hòa,Đồng Nai
2800000000.0,40.0,3,2,3.0,Hoàng Mai,Hà Nội
5800000000.0,33.0,3,3,,Hà Đông,Hà Nội
6560000000.0,60.0,4,4,7.0,Thủ Đức,Hồ Chí Minh
9290000000.0,39.0,4,4,2.0,Cầu Giấy,Hà Nội
4000000000.0,20.0,3,4,,Quận 5,Hồ Chí Minh
15000000000.0,112.0,4,4,,Tân Phú,Hồ Chí Minh
3280000000.0,197.0,3,2,4.0,Cần Đước,Long An
15000000000.0,64.0,4,4,8.0,Nam Từ Liêm,Hà Nội
15990000000.0,55.0,4,5,8.0,Đống Đa,Hà Nội
75000000000.0,193.0,6,6,,Tây Hồ,Hà Nội
8000000000.0,35.0,3,5,,Hà Đông,Hà Nội
4370000000.0,48.0,4,4,5.0,Bình Tân,Hồ Chí Minh
10500000000.0,50.0,4,4,,Đống Đa,Hà Nội
12000000000.0,90.0,8,8,10.0,Bình Thạnh,Hồ Chí Minh
4950000000.0,30.0,2,1,8.0,Bình Thạnh,Hồ Chí Minh
24500000000.0,60.0,4,3,,Cầu Giấy,Hà Nội
8800000000.0,51.0,4,3,,Thanh Xuân,Hà Nội
2650000000.0,147.0,3,2,6.0,Tân An,Long An
16800000000.0,75.0,4,4,,Hoàng Mai,Hà Nội
6500000000.0,30.0,3,4,2.0,Đống Đa,Hà Nội
13000000000.0,85.0,5,6,6.0,Tân Bình,Hồ Chí Minh
4300000000.0,18.0,3,3,6.0,Hà Đông,Hà Nội
28000000000.0,75.0,4,4,,Cầu Giấy,Hà Nội
4950000000.0,180.0,2,1,5.0,Hội An,Quảng Nam
13500000000.0,47.0,5,5,4.0,Long Biên,Hà Nội
8980000000.0,40.0,6,5,2.0,Tây Hồ,Hà Nội
4990000000.0,52.0,3,4,2.5,Hải Châu,Đà Nẵng
7790000000.0,50.0,4,5,8.0,Gò Vấp,Hồ Chí Minh
6900000000.0,65.0,4,5,,Gò Vấp,Hồ Chí Minh
28500000000.0,90.0,4,4,,Cầu Giấy,Hà Nội
5400000000.0,68.0,2,1,,Gò Vấp,Hồ Chí Minh
6800000000.0,50.0,3,4,7.0,Nhà Bè,Hồ Chí Minh
9200000000.0,60.0,4,4,5.0,Long Biên,Hà Nội
6450000000.0,142.4,4,4,8.0,Quận 12,Hồ Chí Minh
4950000000.0,180.0,2,2,5.0,Hội An,Quảng Nam
8000000000.0,37.0,3,4,3.0,Hai Bà Trưng,Hà Nội
28800000000.0,160.0,6,5,10.0,Bình Thạnh,Hồ Chí Minh
5800000000.0,60.0,4,4,,Hà Đông,Hà Nội
4750000000.0,270.0,4,2,4.0,Quận 12,Hồ Chí Minh
23300000000.0,75.0,4,4,,Nam Từ Liêm,Hà Nội
15500000000.0,78.0,4,4,7.0,Bình Thạnh,Hồ Chí Minh
27000000000.0,100.0,5,5,8.0,Quận 3,Hồ Chí Minh
7700000000.0,85.0,4,4,,Gò Vấp,Hồ Chí Minh
1950000000.0,42.9,2,2,4.0,Quận 12,Hồ Chí Minh
2500000000.0,95.0,4,4,,Ninh Hải,Ninh Thuận
1650000000.0,40.0,2,2,8.0,Hóc Môn,Hồ Chí Minh
2390000000.0,60.0,3,3,3.0,Hồng Bàng,Hải Phòng
6800000000.0,38.0,4,4,8.0,Long Biên,Hà Nội
14800000000.0,45.0,3,4,,Hai Bà Trưng,Hà Nội
11200000000.0,40.0,4,5,,Long Biên,Hà Nội
22000000000.0,52.0,8,6,,Ba Đình,Hà Nội
11000000000.0,65.0,4,4,,Tân Bình,Hồ Chí Minh
3690000000.0,53.9,2,2,,Quận 9,Hồ Chí Minh
7200000000.0,60.0,4,4,,Long Biên,Hà Nội
3700000000.0,51.0,2,4,,Thủ Đức,Hồ Chí Minh
6700000000.0,39.0,4,3,4.0,Long Biên,Hà Nội
10700000000.0,43.0,4,3,,Đống Đa,Hà Nội
15000000000.0,50.0,1,1,3.0,Tây Hồ,Hà Nội
8100000000.0,80.0,2,2,6.0,Gò Vấp,Hồ Chí Minh
23500000000.0,55.0,5,8,,Đống Đa,Hà Nội
5200000000.0,42.0,4,4,,Thanh Trì,Hà Nội
8500000000.0,70.0,4,4,8.0,Gò Vấp,Hồ Chí Minh
23500000000.0,60.0,4,4,,Thanh Xuân,Hà Nội
16600000000.000002,75.0,6,5,4.0,Cầu Giấy,Hà Nội
11500000000.0,1066.0,5,2,4.0,Thủ Dầu Một,Bình Dương
23000000000.0,132.0,6,6,7.0,Tân Bình,Hồ Chí Minh
8500000000.0,54.6,3,3,4.0,Phú Nhuận,Hồ Chí Minh
14900000000.0,91.0,12,12,16.0,Quận 5,Hồ Chí Minh
7000000000.0,93.0,2,2,5.0,Vũng Tàu,Bà Rịa Vũng Tàu
7200000000.0,75.0,4,4,,Gò Vấp,Hồ Chí Minh
14500000000.0,42.0,4,4,4.0,Quận 1,Hồ Chí Minh
16000000000.0,71.5,7,7,10.0,Bình Thạnh,Hồ Chí Minh
4950000000.0,54.0,3,4,3.5,Hải Châu,Đà Nẵng
10000000000.0,50.0,2,1,4.0,Hoàng Mai,Hà Nội
6900000000.0,42.0,4,4,,Bình Thạnh,Hồ Chí Minh
8600000000.0,53.0,4,4,,Bắc Từ Liêm,Hà Nội
5250000000.0,33.0,3,4,2.5,Long Biên,Hà Nội
9500000000.0,45.0,4,4,5.0,Phú Nhuận,Hồ Chí Minh
11500000000.0,52.0,4,4,7.0,Hoàng Mai,Hà Nội
5300000000.0,45.0,4,4,,Thanh Trì,Hà Nội
9590000000.0,60.0,4,4,,Bình Thạnh,Hồ Chí Minh
28000000000.0,65.0,4,4,8.0,Hoàn Kiếm,Hà Nội
6200000000.0,47.2,3,4,,Long Biên,Hà Nội
6500000000.0,45.0,3,4,5.5,Long Biên,Hà Nội
19750000000.0,61.2,6,5,,Đống Đa,Hà Nội
5100000000.0,72.0,4,4,,Hóc Môn,Hồ Chí Minh
32000000000.0,65.0,7,8,10.0,Cầu Giấy,Hà Nội
5950000000.0,50.0,4,3,5.0,Bình Tân,Hồ Chí Minh
18500000000.0,62.0,6,6,,Đống Đa,Hà Nội
8449999999.999999,38.0,4,4,2.5,Hai Bà Trưng,Hà Nội
2130000000.0,40.7,4,3,,Gò Vấp,Hồ Chí Minh
5900000000.0,48.0,4,3,5.0,Bình Tân,Hồ Chí Minh
21800000000.0,46.0,4,5,8.0,Thanh Xuân,Hà Nội
19800000000.0,60.0,10,7,,Đống Đa,Hà Nội
12900000000.0,54.0,6,4,8.0,Hà Đông,Hà Nội
15300000000.0,95.0,4,4,3.0,Long Biên,Hà Nội
1290000000.0,100.0,2,1,8.0,Plei Ku,Gia Lai
21300000000.0,63.0,6,5,,Đống Đa,Hà Nội
14800000000.0,130.0,4,4,16.0,Tân Bình,Hồ Chí Minh
5150000000.0,34.0,3,4,3.0,Hà Đông,Hà Nội
6190000000.0,100.0,4,5,,Quận 9,Hồ Chí Minh
21000000000.0,80.0,20,20,,Thanh Xuân,Hà Nội
1450000000.0,25.0,2,2,4.0,Tân Phú,Hồ Chí Minh
5700000000.0,62.0,4,5,4.0,Vũng Tàu,Bà Rịa Vũng Tàu
4500000000.0,50.0,3,3,9.0,Quận 9,Hồ Chí Minh
4550000000.0,66.0,2,2,6.0,Quận 12,Hồ Chí Minh
3500000000.0,68.8,2,2,4.0,Mê Linh,Hà Nội
7500000000.0,33.0,2,2,7.0,Quận 1,Hồ Chí Minh
26000000000.0,64.0,4,4,,Đống Đa,Hà Nội
5400000000.0,24.0,2,3,2.0,Đống Đa,Hà Nội
7200000000.0,35.0,4,4,8.0,Hai Bà Trưng,Hà Nội
5600000000.0,100.0,4,2,,Nhà Bè,Hồ Chí Minh
1520000000.0,42.0,2,2,5.0,Bình Chánh,Hồ Chí Minh
6880000000.0,88.0,4,3,6.0,Quận 9,Hồ Chí Minh
3150000000.0,137.0,3,2,12.0,Củ Chi,Hồ Chí Minh
5800000000.0,51.0,4,4,12.0,Quận 12,Hồ Chí Minh
7500000000.0,75.0,4,3,9.0,Gia Lâm,Hà Nội
6800000000.0,51.0,4,4,,Thủ Đức,Hồ Chí Minh
7000000000.0,62.0,1,1,5.0,Bình Thạnh,Hồ Chí Minh
16000000000.0,61.3,10,11,,Tân Bình,Hồ Chí Minh
4800000000.0,93.0,4,4,,Thủ Đức,Hồ Chí Minh
6190000000.0,80.0,4,4,,Sơn Trà,Đà Nẵng
8199999999.999999,65.0,10,11,10.0,Tân Bình,Hồ Chí Minh
2450000000.0,19.7,2,1,,Phú Nhuận,Hồ Chí Minh
6100000000.0,70.0,2,2,,Thủ Đức,Hồ Chí Minh
5700000000.0,58.0,4,4,,Long Biên,Hà Nội
15450000000.0,58.0,5,6,7.0,Cầu Giấy,Hà Nội
6050000000.0,62.4,3,3,3.0,Tân Bình,Hồ Chí Minh
13000000000.0,60.0,4,3,7.0,Hà Đông,Hà Nội
18000000000.0,70.0,4,4,5.0,Thanh Xuân,Hà Nội
9200000000.0,65.0,4,4,2.5,Hai Bà Trưng,Hà Nội
4800000000.0,58.0,4,4,9.0,Quận 9,Hồ Chí Minh
2400000000.0,450.0,4,4,8.0,Mộ Đức,Quảng Ngãi
6600000000.0,113.4,3,2,,Hóc Môn,Hồ Chí Minh
12500000000.0,112.5,5,6,8.0,Tân Bình,Hồ Chí Minh
5100000000.0,35.0,3,3,,Long Biên,Hà Nội
4000000000.0,52.0,2,2,8.0,Thủ Đức,Hồ Chí Minh
5600000000.0,41.0,4,4,,Hoàng Mai,Hà Nội
11100000000.0,46.0,2,1,7.0,Bắc Từ Liêm,Hà Nội
5800000000.0,38.0,4,4,3.0,Nam Từ Liêm,Hà Nội
38800000000.0,120.0,4,4,,Ba Đình,Hà Nội
45000000000.0,120.0,8,10,6.0,Đống Đa,Hà Nội
30900000000.0,95.0,4,4,8.0,Đống Đa,Hà Nội
29000000000.0,90.0,5,5,10.0,Đống Đa,Hà Nội
17900000000.0,110.0,5,5,6.0,Đống Đa,Hà Nội
42000000000.0,109.0,8,10,6.0,Đống Đa,Hà Nội
10200000000.0,65.0,4,4,5.0,Hoàng Mai,Hà Nội
13500000000.0,50.0,4,4,5.0,Đống Đa,Hà Nội
35000000000.0,80.0,4,4,,Cầu Giấy,Hà Nội
4000000000.0,162.5,2,2,5.0,Nha Trang,Khánh Hòa
19000000000.0,68.0,4,4,8.0,Cầu Giấy,Hà Nội
22000000000.0,360.0,6,6,5.0,Thủ Đức,Hồ Chí Minh
24000000000.0,82.0,4,4,,Cầu Giấy,Hà Nội
26000000000.0,91.0,4,4,8.0,Cầu Giấy,Hà Nội
49000000000.0,160.0,4,4,,Tây Hồ,Hà Nội
8900000000.0,40.0,3,5,5.0,Long Biên,Hà Nội
33900000000.0,82.0,4,4,10.0,Cầu Giấy,Hà Nội
1800000000.0,30.0,2,2,4.0,Bình Tân,Hồ Chí Minh
7900000000.0,68.0,4,2,,Đống Đa,Hà Nội
5400000000.0,155.0,3,2,,Quận 9,Hồ Chí Minh
34500000000.0,70.0,4,4,,Cầu Giấy,Hà Nội
8500000000.0,55.0,4,4,3.0,Nam Từ Liêm,Hà Nội
6900000000.0,43.0,4,4,,Ba Đình,Hà Nội
11450000000.0,66.0,9,9,50.0,Quận 4,Hồ Chí Minh
10500000000.0,35.0,5,3,,Thanh Xuân,Hà Nội
5000000000.0,195.0,4,3,6.0,Hóc Môn,Hồ Chí Minh
15000000000.0,88.0,4,7,,Sơn Trà,Đà Nẵng
15900000000.0,48.0,3,5,3.0,Đống Đa,Hà Nội
11500000000.0,52.0,7,5,,Tây Hồ,Hà Nội
9550000000.0,100.6,5,7,8.0,Quận 12,Hồ Chí Minh
15700000000.0,42.0,6,4,4.0,Đống Đa,Hà Nội
4200000000.0,53.0,2,2,6.0,Bình Tân,Hồ Chí Minh
14500000000.0,55.0,6,6,7.5,Cầu Giấy,Hà Nội
27500000000.0,160.0,46,46,100.0,Tân Phú,Hồ Chí Minh
5950000000.0,46.0,3,3,6.0,Gò Vấp,Hồ Chí Minh
2890000000.0,56.0,4,5,6.0,Tân Bình,Hồ Chí Minh
9350000000.0,46.0,4,3,2.0,Đống Đa,Hà Nội
8449999999.999999,94.5,2,2,8.0,Quận 12,Hồ Chí Minh
4200000000.0,50.0,3,4,,Gò Vấp,Hồ Chí Minh
27000000000.0,180.0,5,6,,Quận 2,Hồ Chí Minh
4800000000.0,24.0,4,4,,Long Biên,Hà Nội
17500000000.0,70.0,4,4,,Hoàng Mai,Hà Nội
6500000000.0,30.0,3,4,3.5,Long Biên,Hà Nội
16300000000.0,55.0,8,4,,Cầu Giấy,Hà Nội
4099999999.9999995,33.0,2,2,3.0,Quận 8,Hồ Chí Minh
27000000000.0,101.0,3,4,4.0,Thanh Xuân,Hà Nội
3300000000.0,45.0,2,1,4.0,Bình Tân,Hồ Chí Minh
13900000000.0,300.0,1,1,10.0,Quận 12,Hồ Chí Minh
1650000000.0,64.0,1,1,3.0,Củ Chi,Hồ Chí Minh
4900000000.0,30.0,3,4,,Hoàng Mai,Hà Nội
19500000000.0,1200.0,4,4,16.0,Bình Chánh,Hồ Chí Minh
4990000000.0,51.5,4,3,,Thủ Đức,Hồ Chí Minh
5900000000.0,40.0,2,2,,Quận 6,Hồ Chí Minh
4490000000.0,110.0,3,3,6.0,Liên Chiểu,Đà Nẵng
18000000000.0,212.0,2,2,5.0,Thủ Đức,Hồ Chí Minh
5980000000.0,42.6,4,4,35.0,Gò Vấp,Hồ Chí Minh
5500000000.0,64.0,2,2,6.0,Bình Tân,Hồ Chí Minh
4200000000.0,69.0,2,1,,Hải Châu,Đà Nẵng
7150000000.0,34.0,3,5,4.5,Long Biên,Hà Nội
4750000000.0,48.0,4,4,,Gò Vấp,Hồ Chí Minh
4300000000.0,52.0,2,2,,Thủ Đức,Hồ Chí Minh
5250000000.0,55.0,3,3,3.0,Gò Vấp,Hồ Chí Minh
8000000000.0,50.0,4,3,8.0,Hoàng Mai,Hà Nội
2590000000.0,45.0,3,3,2.0,Lê Chân,Hải Phòng
13000000000.0,165.5,4,4,6.0,Nha Trang,Khánh Hòa
17000000000.0,63.0,6,6,,Long Biên,Hà Nội
5500000.0,65.0,4,5,,Thanh Xuân,Hà Nội
5890000000.0,42.0,2,2,4.0,Gò Vấp,Hồ Chí Minh
5600000000.0,61.0,4,3,,Quận 9,Hồ Chí Minh
17900000000.0,50.0,5,4,7.0,Cầu Giấy,Hà Nội
11500000000.0,55.0,4,4,,Phú Nhuận,Hồ Chí Minh
2500000000.0,41.0,2,2,4.0,Nha Trang,Khánh Hòa
19500000000.0,70.0,4,3,4.0,Đống Đa,Hà Nội
1050000000.0,183.0,3,2,5.0,Ninh Hòa,Khánh Hòa
24000000000.0,130.0,8,4,,Đống Đa,Hà Nội
3990000000.0,56.0,4,4,2.5,Lê Chân,Hải Phòng
9100000000.0,85.0,3,2,8.0,Quận 6,Hồ Chí Minh
20500000000.0,65.0,8,5,3.5,Đống Đa,Hà Nội
3900000000.0,82.0,4,4,6.0,Bình Chánh,Hồ Chí Minh
23500000000.0,79.0,5,5,5.0,Thanh Xuân,Hà Nội
1650000000.0,97.0,2,2,3.5,Nha Trang,Khánh Hòa
12000000000.0,55.0,6,4,,Hai Bà Trưng,Hà Nội
5600000000.0,23.0,3,4,,Hai Bà Trưng,Hà Nội
18900000000.0,46.0,4,4,4.0,Đống Đa,Hà Nội
3530000000.0,77.5,4,5,,Quận 3,Hồ Chí Minh
6000000000.0,1300.0,2,2,6.0,Nhơn Trạch,Đồng Nai
20000000000.0,75.0,7,8,,Đống Đa,Hà Nội
9750000000.0,39.0,8,6,,Nam Từ Liêm,Hà Nội
11950000000.0,47.0,3,5,10.0,Tây Hồ,Hà Nội
8580000000.0,56.0,4,4,,Thủ Đức,Hồ Chí Minh
6600000000.0,63.0,5,6,8.0,Bình Tân,Hồ Chí Minh
15600000000.0,41.0,4,4,,Cầu Giấy,Hà Nội
5750000000.0,46.8,3,4,2.5,Quận 4,Hồ Chí Minh
15600000000.0,41.0,4,4,5.0,Cầu Giấy,Hà Nội
4250000000.0,20.0,3,4,,Hà Đông,Hà Nội
3990000000.0,57.7,3,4,9.0,Quận 9,Hồ Chí Minh
15500000000.0,75.0,6,5,5.0,Thanh Xuân,Hà Nội
8900000000.0,45.0,4,4,4.0,Long Biên,Hà Nội
17000000000.0,70.0,6,4,,Ba Đình,Hà Nội
3900000000.0,80.0,4,5,12.0,Hóc Môn,Hồ Chí Minh
7000000000.0,54.0,4,4,,Bình Thạnh,Hồ Chí Minh
5700000000.0,64.0,4,4,6.0,Tân Phú,Hồ Chí Minh
9550000000.0,51.0,3,5,3.3,Long Biên,Hà Nội
6700000000.0,36.5,2,2,5.0,Quận 1,Hồ Chí Minh
10000000000.0,48.0,4,4,5.0,Thanh Xuân,Hà Nội
9500000000.0,40.0,3,4,3.2,Long Biên,Hà Nội
19000000000.0,118.0,5,5,6.0,Long Biên,Hà Nội
12800000000.0,51.0,4,4,,Hoàn Kiếm,Hà Nội
9500000000.0,40.0,3,4,4.0,Long Biên,Hà Nội
25000000000.0,135.0,4,4,8.0,Tân Bình,Hồ Chí Minh
4500000000.0,64.0,4,3,36.0,Thủ Dầu Một,Bình Dương
4600000000.0,60.0,4,4,7.0,Bình Tân,Hồ Chí Minh
12700000000.0,59.0,4,5,4.0,Bình Thạnh,Hồ Chí Minh
7650000000.0,80.0,4,5,,Bình Tân,Hồ Chí Minh
4000000000.0,110.0,4,4,,Biên Hòa,Đồng Nai
4650000000.0,25.0,3,4,,Hai Bà Trưng,Hà Nội
8400000000.0,140.0,4,4,6.0,Quận 12,Hồ Chí Minh
10500000000.0,35.0,4,3,4.0,Thanh Xuân,Hà Nội
7950000000.0,40.0,4,4,,Ba Đình,Hà Nội
4250000000.0,46.0,3,2,,Bình Tân,Hồ Chí Minh
13990000000.0,95.0,3,3,,Long Biên,Hà Nội
18000000000.0,51.0,4,4,20.0,Ba Đình,Hà Nội
4650000000.0,61.2,4,4,,Dĩ An,Bình Dương
7900000000.0,33.0,3,4,4.0,Long Biên,Hà Nội
6200000000.0,123.1,4,4,4.0,Thủ Đức,Hồ Chí Minh
4350000000.0,120.0,3,2,5.0,Thuận An,Bình Dương
8500000000.0,40.0,4,4,3.0,Đống Đa,Hà Nội
6800000000.0,33.0,3,4,5.0,Long Biên,Hà Nội
15200000000.0,58.0,6,5,7.0,Cầu Giấy,Hà Nội
6300000000.0,32.0,3,4,3.0,Hà Đông,Hà Nội
24500000000.0,133.0,3,3,,Thanh Xuân,Hà Nội
5500000000.0,40.0,3,3,35.0,Nam Từ Liêm,Hà Nội
24500000000.0,88.0,4,4,3.5,Đống Đa,Hà Nội
5300000000.0,35.0,3,4,3.0,Nam Từ Liêm,Hà Nội
6250000000.0,65.0,6,7,6.0,Bình Tân,Hồ Chí Minh
4500000000.0,40.0,3,3,3.0,Nam Từ Liêm,Hà Nội
5650000000.0,41.0,3,4,3.5,Nam Từ Liêm,Hà Nội
3600000000.0,30.0,3,3,2.5,Hai Bà Trưng,Hà Nội
12000000000.0,81.0,4,4,10.0,Bình Thạnh,Hồ Chí Minh
7500000000.0,38.0,3,3,3.0,Nam Từ Liêm,Hà Nội
8000000000.0,50.0,4,4,4.5,Bình Thạnh,Hồ Chí Minh
5450000000.0,38.0,4,5,35.0,Nam Từ Liêm,Hà Nội
8900000000.0,45.0,3,5,4.0,Long Biên,Hà Nội
5500000000.0,35.0,3,3,3.0,Nam Từ Liêm,Hà Nội
5650000000.0,38.0,3,4,,Hà Đông,Hà Nội
46600000000.0,170.0,6,5,6.0,Hai Bà Trưng,Hà Nội
2400000000.0,264.0,1,1,7.0,Cần Đước,Long An
3500000000.0,27.0,3,3,3.0,Quận 8,Hồ Chí Minh
