Giá,Diện tích,Số phòng ngủ,Số nhà vệ sinh,Huyện,Tỉnh
6800000000.0,73.1,2.0,2.0,Hai Bà Trưng,Hà Nội
4850000000.0,150.8,0.0,0.0,Long Thành,Đồng Nai
18950000000.0,717.4,0.0,0.0,Long Thành,Đồng Nai
8640000000.0,127.0,4.0,3.0,Quận 6,Hồ Chí Minh
4200000000.0,150.0,0.0,0.0,Long Thành,Đồng Nai
3260000000.0,85.0,3.0,2.0,Quận 2,Hồ Chí Minh
2990000000.0,71.0,2.0,2.0,Dĩ An,Bình Dương
8000000000.0,72.0,5.0,4.0,Bình Thạnh,Hồ Chí Minh
2850000000.0,99.8,0.0,0.0,Long Thành,Đồng Nai
1400000000.0,160.0,0.0,0.0,Kỳ Anh,Hà Tĩnh
2800000000.0,68.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
2600000000.0,54.63,2.0,2.0,Quận 2,Hồ Chí Minh
4500000000.0,100.0,3.0,2.0,Liên Chiểu,Đà Nẵng
35000000000.0,220.0,0.0,0.0,Long Thành,Đồng Nai
12000000000.0,400.0,0.0,0.0,Long Thành,Đồng Nai
4900000000.0,180.7,0.0,0.0,Long Thành,Đồng Nai
1500000000.0,2000.0,0.0,0.0,Cẩm Mỹ,Đồng Nai
5800000000.0,222.8,0.0,0.0,Long Thành,Đồng Nai
14000000000.0,52.0,6.0,5.0,Hoàng Mai,Hà Nội
7250000000.0,274.0,0.0,0.0,Long Thành,Đồng Nai
4000000000.0,145.4,0.0,0.0,Long Thành,Đồng Nai
9000000000.0,46.0,4.0,3.0,Hà Đông,Hà Nội
4500000000.0,143.6,0.0,0.0,Long Thành,Đồng Nai
13500000000.0,55.0,11.0,11.0,Cầu Giấy,Hà Nội
4200000000.0,140.0,0.0,0.0,Long Thành,Đồng Nai
9500000000.0,365.1,0.0,0.0,Long Thành,Đồng Nai
4000000000.0,125.5,0.0,0.0,Long Thành,Đồng Nai
3100000000.0,105.1,0.0,0.0,Long Thành,Đồng Nai
1560000000.0,111.2,0.0,0.0,Giao Thủy,Nam Định
13700000000.0,40.0,7.0,5.0,Hà Đông,Hà Nội
5400000000.0,78.0,2.0,2.0,Nam Từ Liêm,Hà Nội
4850000000.0,160.0,0.0,0.0,Long Thành,Đồng Nai
3350000000.0,109.3,0.0,0.0,Long Thành,Đồng Nai
10000000000.0,370.0,0.0,0.0,Long Thành,Đồng Nai
32000000000.0,1031.6,0.0,0.0,Long Thành,Đồng Nai
4900000000.0,94.0,0.0,0.0,Gia Lâm,Hà Nội
4000000000.0,50.0,0.0,0.0,Đông Anh,Hà Nội
22000000000.0,160.0,0.0,0.0,Vĩnh Yên,Vĩnh Phúc
619000000.0,156.0,0.0,0.0,Tân An,Long An
14000000000.0,174.0,3.0,3.0,Quận 2,Hồ Chí Minh
6200000000.0,95.6,0.0,0.0,Đông Anh,Hà Nội
2950000000.0,156.0,0.0,0.0,Điện Bàn,Quảng Nam
7780000000.0,36.0,3.0,2.0,Bình Thạnh,Hồ Chí Minh
47900000000.0,50.0,4.0,3.0,Hoàn Kiếm,Hà Nội
5040000000.0,84.0,0.0,0.0,Đông Anh,Hà Nội
6850000000.0,42.0,3.0,3.0,Tân Bình,Hồ Chí Minh
7000000000.0,120.0,0.0,0.0,Đông Anh,Hà Nội
8900000000.0,180.0,0.0,0.0,Thanh Hóa,Thanh Hóa
2700000000.0,86.0,2.0,2.0,Nhà Bè,Hồ Chí Minh
9800000000.0,140.0,3.0,2.0,Thủ Đức,Hồ Chí Minh
13900000000.0,45.0,4.0,4.0,Tây Hồ,Hà Nội
18000000000.0,70.0,20.0,20.0,Cầu Giấy,Hà Nội
1600000000.0,28.5,1.0,1.0,Quận 7,Hồ Chí Minh
1050000000.0,172.0,0.0,0.0,Tân An,Long An
3800000000.0,14.0,2.0,0.0,Ba Đình,Hà Nội
11500000000.0,110.0,4.0,4.0,Quận 9,Hồ Chí Minh
19980000000.0,512.4,0.0,0.0,Vũng Tàu,Bà Rịa Vũng Tàu
5150000000.0,70.6,0.0,0.0,Đông Anh,Hà Nội
8300000000.000001,73.0,5.0,4.0,Hoàng Mai,Hà Nội
50000000000.0,357.0,0.0,0.0,Hội An,Quảng Nam
9000000000.0,180.0,0.0,0.0,Thanh Hóa,Thanh Hóa
2600000000.0,66.0,2.0,2.0,Quận 8,Hồ Chí Minh
4600000000.0,160.0,0.0,0.0,Duy Tiên,Hà Nam
3200000000.0,76.0,2.0,2.0,Thuận An,Bình Dương
4600000000.0,68.0,2.0,2.0,Đống Đa,Hà Nội
6000000000.0,250.0,3.0,4.0,Tân Uyên,Bình Dương
2230000000.0,47.0,1.0,1.0,Gia Lâm,Hà Nội
2000000000.0,37.0,1.0,1.0,Quận 7,Hồ Chí Minh
7400000000.0,103.2,4.0,4.0,Vũng Tàu,Bà Rịa Vũng Tàu
3380000000.0,62.5,2.0,2.0,Gia Lâm,Hà Nội
22000000000.0,76.0,0.0,0.0,Hội An,Quảng Nam
75000000000.0,250.0,5.0,6.0,Hoàng Mai,Hà Nội
19900000000.0,97.0,29.0,0.0,Thanh Xuân,Hà Nội
75000000000.0,250.0,4.0,6.0,Hoàng Mai,Hà Nội
4500000000.0,5700.0,0.0,0.0,Cần Giuộc,Long An
27700000000.0,90.0,4.0,6.0,Hoàng Mai,Hà Nội
3050000000.0,120.0,0.0,0.0,Điện Bàn,Quảng Nam
48000000000.0,190.0,3.0,6.0,Hoàng Mai,Hà Nội
5650000000.0,1883.2,0.0,0.0,Bảo Lâm,Lâm Đồng
7160000000.0,135.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
57000000000.0,200.0,4.0,6.0,Hoàng Mai,Hà Nội
980000000.0,96.0,0.0,0.0,Tân An,Long An
60000000000.0,280.0,4.0,6.0,Hoàng Mai,Hà Nội
31000000000.0,120.0,4.0,5.0,Hoàng Mai,Hà Nội
35000000000.0,144.0,4.0,3.0,Bình Thạnh,Hồ Chí Minh
23500000000.0,90.0,4.0,6.0,Hoàng Mai,Hà Nội
52000000000.0,180.0,4.0,4.0,Hoàng Mai,Hà Nội
40890000000.0,87.0,6.0,4.0,Thanh Xuân,Hà Nội
67200000000.0,28000.0,0.0,0.0,Mỹ Hào,Hưng Yên
1200000000.0,120.0,0.0,0.0,Đức Hòa,Long An
6150000000.0,39.0,3.0,5.0,Bình Thạnh,Hồ Chí Minh
3900000000.0,100.0,4.0,4.0,Tân Uyên,Bình Dương
8900000000.0,40.0,0.0,0.0,Thanh Xuân,Hà Nội
1550000000.0,121.0,0.0,0.0,Lương Sơn,Hòa Bình
3900000000.0,120.0,0.0,0.0,Cần Giuộc,Long An
16500000000.0,40.0,6.0,3.0,Quận 1,Hồ Chí Minh
9000000000.0,45.0,1.0,1.0,Quận 1,Hồ Chí Minh
15500000000.0,102.0,3.0,4.0,Quận 9,Hồ Chí Minh
17500000000.0,90.0,36.0,36.0,Cầu Giấy,Hà Nội
5700000000.0,36.0,3.0,3.0,Ba Đình,Hà Nội
1960000000.0,80.0,0.0,0.0,Cần Giuộc,Long An
8250000000.0,80.4,0.0,0.0,Quận 2,Hồ Chí Minh
2630000000.0,91.0,3.0,2.0,Tân Uyên,Bình Dương
17000000000.0,95.0,5.0,5.0,Quận 9,Hồ Chí Minh
6000000000.0,33.0,3.0,4.0,Hoàng Mai,Hà Nội
29000000000.0,121.0,3.0,2.0,Quận 1,Hồ Chí Minh
30000000000.0,88.0,5.0,0.0,Quận 5,Hồ Chí Minh
7000000000.0,66.0,3.0,3.0,Thủ Đức,Hồ Chí Minh
10000000000.0,111.4,3.0,2.0,Đống Đa,Hà Nội
8000000000.0,200.0,0.0,0.0,Cần Giuộc,Long An
18000000000.0,133.0,0.0,0.0,Quận 2,Hồ Chí Minh
54000000000.0,159.0,4.0,3.0,Quận 1,Hồ Chí Minh
2250000000.0,72.0,2.0,2.0,Tân Phú,Hồ Chí Minh
14000000000.0,169.0,3.0,2.0,Quận 2,Hồ Chí Minh
1080000000.0,70.0,2.0,2.0,Tân Uyên,Bình Dương
145000000000.0,380.0,4.0,0.0,Quận 2,Hồ Chí Minh
2300000000.0,253.0,0.0,0.0,Long Đất,Bà Rịa Vũng Tàu
11000000000.0,124.0,3.0,2.0,Quận 2,Hồ Chí Minh
47500000000.0,172.0,3.0,2.0,Quận 2,Hồ Chí Minh
32000000000.0,331.0,5.0,3.0,Quận 2,Hồ Chí Minh
31000000000.0,99.0,14.0,0.0,Đống Đa,Hà Nội
14000000000.0,100.0,5.0,5.0,Văn Giang,Hưng Yên
53000000000.0,129.9,0.0,0.0,Quận 1,Hồ Chí Minh
10500000000.0,73.0,2.0,2.0,Tân Phú,Hồ Chí Minh
3950000000.0,140.0,3.0,3.0,Tân Uyên,Bình Dương
11000000000.0,98.0,5.0,4.0,Văn Giang,Hưng Yên
16000000000.0,50.0,4.0,5.0,Cầu Giấy,Hà Nội
320000000000.0,400.0,0.0,0.0,Tây Hồ,Hà Nội
1350000000.0,87.5,0.0,0.0,Cần Đước,Long An
7500000000.0,58.0,4.0,3.0,Thủ Đức,Hồ Chí Minh
1540000000.0,514.0,0.0,0.0,Bảo Lâm,Lâm Đồng
3550000000.0,100.0,4.0,4.0,Tân Uyên,Bình Dương
4500000000.0,83.0,3.0,2.0,Bình Chánh,Hồ Chí Minh
3100000000.0,70.0,2.0,2.0,Gia Lâm,Hà Nội
3000000000.0,76.0,2.0,2.0,Thuận An,Bình Dương
1200000000.0,200.0,0.0,0.0,Tuy Phong,Bình Thuận
5100000000.0,110.6,3.0,2.0,Quận 2,Hồ Chí Minh
17000000000.0,70.0,0.0,0.0,Hoàng Mai,Hà Nội
899000000.0,115.0,0.0,0.0,Đức Hòa,Long An
13500000000.0,85.0,4.0,4.0,Quận 9,Hồ Chí Minh
2650000000.0,100.0,3.0,2.0,Tân Uyên,Bình Dương
10000000000.0,44.0,10.0,10.0,Đống Đa,Hà Nội
28500000000.0,180.0,0.0,0.0,Quận 9,Hồ Chí Minh
1500000000.0,90.0,0.0,0.0,Củ Chi,Hồ Chí Minh
7500000000.0,80.0,0.0,0.0,Quận 7,Hồ Chí Minh
20000000000.0,200.0,0.0,0.0,Quận 9,Hồ Chí Minh
6400000000.0,40.0,3.0,3.0,Gò Vấp,Hồ Chí Minh
75000000000.0,250.0,0.0,0.0,Bình Thạnh,Hồ Chí Minh
25000000000.0,200.0,4.0,4.0,Quận 9,Hồ Chí Minh
3020000000.0,55.0,2.0,2.0,Nhà Bè,Hồ Chí Minh
19800000000.0,75.0,8.0,8.0,Quận 1,Hồ Chí Minh
8000000000.0,138.0,3.0,2.0,Nam Từ Liêm,Hà Nội
100000000000.0,400.0,4.0,4.0,Quận 2,Hồ Chí Minh
4800000000.0,60.0,1.0,1.0,Nha Trang,Khánh Hòa
22000000000.0,152.0,4.0,5.0,Quận 9,Hồ Chí Minh
28800000000.0,180.0,4.0,5.0,Bình Thạnh,Hồ Chí Minh
24900000000.0,52.0,6.0,8.0,Thanh Xuân,Hà Nội
14500000000.0,58.0,6.0,4.0,Hoàng Mai,Hà Nội
25000000000.0,160.0,20.0,20.0,Thủ Đức,Hồ Chí Minh
35000000000.0,132.0,6.0,6.0,Gò Vấp,Hồ Chí Minh
15700000000.0,160.0,5.0,6.0,Quận 9,Hồ Chí Minh
19000000000.0,100.0,28.0,28.0,Đống Đa,Hà Nội
21400000000.0,64.0,5.0,5.0,Cầu Giấy,Hà Nội
2790000000.0,65.0,3.0,3.0,Thuận An,Bình Dương
6000000000.0,100.0,3.0,2.0,Hà Đông,Hà Nội
5000000000.0,67.0,2.0,2.0,Hoàng Mai,Hà Nội
21200000000.0,212.0,0.0,0.0,Quận 9,Hồ Chí Minh
1880000000.0,101.0,0.0,0.0,Cần Giờ,Hồ Chí Minh
12800000000.0,60.0,4.0,6.0,Thanh Xuân,Hà Nội
1550000000.0,64.0,3.0,2.0,Thuận An,Bình Dương
320000000000.0,1000.0,0.0,0.0,Quận 2,Hồ Chí Minh
23900000000.0,68.0,0.0,0.0,Hà Đông,Hà Nội
5700000000.0,87.9,2.0,2.0,Nam Từ Liêm,Hà Nội
3900000000.0,819.0,0.0,0.0,Củ Chi,Hồ Chí Minh
1350000000.0,45.0,2.0,2.0,Thuận An,Bình Dương
8000000000.0,59.0,0.0,0.0,Tân Phú,Hồ Chí Minh
3150000000.0,81.0,3.0,0.0,Quận 9,Hồ Chí Minh
27500000000.0,54.0,6.0,6.0,Nam Từ Liêm,Hà Nội
6750000000.0,43.0,4.0,0.0,Thanh Trì,Hà Nội
6900000000.0,83.0,2.0,2.0,Bình Thạnh,Hồ Chí Minh
1900000000.0,88.4,0.0,0.0,Phú Xuyên,Hà Nội
3200000000.0,100.0,3.0,3.0,Tân Uyên,Bình Dương
6450000000.0,61.0,4.0,5.0,Bình Tân,Hồ Chí Minh
12800000000.0,100.0,5.0,5.0,Bình Thạnh,Hồ Chí Minh
1640000000.0,45.0,1.0,1.0,Thủ Đức,Hồ Chí Minh
27000000000.0,204.0,2.0,2.0,Tân Phú,Hồ Chí Minh
2750000000.0,93.0,4.0,3.0,Thuận An,Bình Dương
4300000000.0,67.0,2.0,2.0,Thanh Trì,Hà Nội
6100000000.0,45.0,0.0,0.0,Nam Từ Liêm,Hà Nội
11800000000.0,92.0,4.0,3.0,Hà Đông,Hà Nội
34970000000.0,105.0,5.0,4.0,Nam Từ Liêm,Hà Nội
16000000000.0,32.0,5.0,5.0,Thanh Xuân,Hà Nội
13800000000.0,94.0,3.0,3.0,Tân Phú,Hồ Chí Minh
11000000000.0,55.7,5.0,4.0,Phú Nhuận,Hồ Chí Minh
8900000000.0,42.0,4.0,4.0,Ba Đình,Hà Nội
15800000000.0,63.1,5.0,4.0,Tân Bình,Hồ Chí Minh
7650000000.0,40.0,0.0,0.0,Nam Từ Liêm,Hà Nội
950000000.0,120.0,0.0,0.0,Bến Cát,Bình Dương
6150000000.0,46.0,0.0,0.0,Nam Từ Liêm,Hà Nội
7900000000.0,1229.0,2.0,3.0,Cần Giuộc,Long An
8700000000.0,80.0,7.0,7.0,Gò Vấp,Hồ Chí Minh
29000000000.0,100.0,0.0,0.0,Hà Đông,Hà Nội
5200000000.0,30.0,4.0,3.0,Thanh Xuân,Hà Nội
17000000000.0,50.0,4.0,4.0,Cầu Giấy,Hà Nội
1500000000.0,200.0,0.0,0.0,Lương Sơn,Hòa Bình
29600000000.0,180.0,6.0,5.0,Văn Giang,Hưng Yên
17000000000.0,62.0,6.0,4.0,Thanh Xuân,Hà Nội
5700000000.0,132.0,0.0,0.0,Dĩ An,Bình Dương
322000000000.0,9200.0,0.0,0.0,Hà Đông,Hà Nội
4700000000.0,66.0,2.0,2.0,Quận 7,Hồ Chí Minh
79000000000.0,200.0,0.0,0.0,Hà Đông,Hà Nội
21000000000.0,171.0,10.0,10.0,Tân Phú,Hồ Chí Minh
6350000000.0,32.0,3.0,4.0,Thanh Xuân,Hà Nội
4900000000.0,66.0,2.0,2.0,Quận 7,Hồ Chí Minh
6700000000.0,100.0,3.0,2.0,Quận 9,Hồ Chí Minh
71000000000.0,160.0,0.0,0.0,Thanh Xuân,Hà Nội
20000000000.0,100.0,2.0,0.0,Tân Bình,Hồ Chí Minh
36000000000.0,150.0,10.0,9.0,Hoàng Mai,Hà Nội
70000000000.0,160.0,0.0,0.0,Quận 2,Hồ Chí Minh
4500000000.0,60.0,2.0,2.0,Quận 7,Hồ Chí Minh
15000000000.0,52.0,6.0,6.0,Thanh Xuân,Hà Nội
50000000000.0,2000.0,0.0,0.0,Tuy An,Phú Yên
52000000000.0,260.0,0.0,0.0,Quận 2,Hồ Chí Minh
99000000000.0,450.0,0.0,0.0,Quận 2,Hồ Chí Minh
1100000000.0,100.0,0.0,0.0,Thủ Thừa,Long An
12800000000.0,60.0,6.0,4.0,Thanh Xuân,Hà Nội
7200000000.0,71.0,4.0,3.0,Thủ Đức,Hồ Chí Minh
1400000000.0,70.0,2.0,2.0,Thái Nguyên,Thái Nguyên
18700000000.0,49.0,5.0,6.0,Đống Đa,Hà Nội
6000000000.0,45.0,3.0,2.0,Quận 10,Hồ Chí Minh
6300000000.0,77.7,0.0,0.0,Thủ Đức,Hồ Chí Minh
58000000000.0,280.0,0.0,0.0,Quận 2,Hồ Chí Minh
2950000000.0,33.0,2.0,2.0,Tân Phú,Hồ Chí Minh
1950000000.0,98.1,0.0,0.0,Ngũ Hành Sơn,Đà Nẵng
37000000000.0,145.0,0.0,0.0,Quận 2,Hồ Chí Minh
3500000000.0,1005.6,0.0,1.0,Yên Thủy,Hòa Bình
3400000000.0,302.0,0.0,0.0,Bến Lức,Long An
33000000000.0,120.0,0.0,0.0,Quận 2,Hồ Chí Minh
190000000000.0,150.0,0.0,0.0,Hai Bà Trưng,Hà Nội
10000000000.0,110.0,3.0,2.0,Cầu Giấy,Hà Nội
800000000.0,120.0,0.0,0.0,Bến Lức,Long An
160000000000.0,260.0,0.0,0.0,Hai Bà Trưng,Hà Nội
7600000000.0,55.0,4.0,5.0,Thủ Đức,Hồ Chí Minh
17900000000.0,600.0,0.0,5.0,Dĩ An,Bình Dương
4500000000.0,40.0,4.0,3.0,Quận 6,Hồ Chí Minh
140000000000.0,350.0,0.0,0.0,Cầu Giấy,Hà Nội
2850000000.0,75.0,3.0,2.0,Quận 7,Hồ Chí Minh
2900000000.0,75.0,3.0,2.0,Quận 7,Hồ Chí Minh
29000000000.0,239.0,4.0,4.0,Quận 2,Hồ Chí Minh
14800000000.0,202.0,6.0,6.0,Quận 2,Hồ Chí Minh
65000000000.0,407.0,5.0,5.0,Quận 2,Hồ Chí Minh
3100000000.0,66.0,2.0,2.0,Quận 7,Hồ Chí Minh
1770000000.0,33.0,1.0,1.0,Quận 9,Hồ Chí Minh
92800000000.0,320.0,0.0,0.0,Quận 2,Hồ Chí Minh
20000000000.0,68.0,4.0,5.0,Tân Bình,Hồ Chí Minh
2400000000.0,46.0,2.0,1.0,Quận 9,Hồ Chí Minh
3150000000.0,100.0,2.0,2.0,Nhà Bè,Hồ Chí Minh
65000000000.0,340.0,76.0,76.0,Cầu Giấy,Hà Nội
4200000000.0,129.0,3.0,3.0,Nhà Bè,Hồ Chí Minh
7400000000.0,43.0,4.0,5.0,Quận 10,Hồ Chí Minh
6550000000.0,40.0,0.0,0.0,Nam Từ Liêm,Hà Nội
3400000000.0,126.0,3.0,2.0,Thanh Xuân,Hà Nội
17200000000.0,41.0,0.0,0.0,Cầu Giấy,Hà Nội
34299999999.999996,140.0,0.0,0.0,Quận 2,Hồ Chí Minh
33000000000.0,99.3,0.0,0.0,Nam Từ Liêm,Hà Nội
9300000000.0,64.0,0.0,0.0,Bắc Từ Liêm,Hà Nội
73000000000.0,108.0,7.0,0.0,Tây Hồ,Hà Nội
5800000000.0,60.0,3.0,0.0,Tân Phú,Hồ Chí Minh
7900000000.0,110.0,0.0,0.0,Hà Đông,Hà Nội
14600000000.0,40.0,0.0,0.0,Cầu Giấy,Hà Nội
16500000000.0,44.0,4.0,0.0,Đống Đa,Hà Nội
31500000000.0,123.0,0.0,0.0,Cầu Giấy,Hà Nội
6500000000.0,60.0,5.0,4.0,Thủ Đức,Hồ Chí Minh
6750000000.0,70.0,3.0,4.0,Gò Vấp,Hồ Chí Minh
7600000000.0,30.0,0.0,0.0,Cầu Giấy,Hà Nội
14000000000.0,151.0,0.0,0.0,Sơn Trà,Đà Nẵng
4500000000.0,166.0,0.0,0.0,Sóc Sơn,Hà Nội
4650000000.0,54.0,4.0,3.0,Thủ Đức,Hồ Chí Minh
5330000000.0,50.8,0.0,0.0,Đông Anh,Hà Nội
7900000000.0,43.6,5.0,3.0,Hà Đông,Hà Nội
5450000000.0,34.0,3.0,0.0,Long Biên,Hà Nội
8600000000.0,89.0,4.0,5.0,Thủ Đức,Hồ Chí Minh
25000000000.0,102.0,0.0,0.0,Ba Đình,Hà Nội
200000000000.0,500.0,0.0,0.0,Quận 3,Hồ Chí Minh
8000000000.0,81.6,2.0,1.0,Quận 7,Hồ Chí Minh
11600000000.0,145.0,0.0,0.0,Quận 9,Hồ Chí Minh
25000000000.0,162.0,0.0,0.0,Cầu Giấy,Hà Nội
16500000000.0,80.0,4.0,5.0,Quận 2,Hồ Chí Minh
7300000000.0,84.0,4.0,0.0,Quận 9,Hồ Chí Minh
7680000000.0,63.0,0.0,0.0,Thanh Trì,Hà Nội
11800000000.0,242.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
23500000000.0,60.0,0.0,0.0,Cầu Giấy,Hà Nội
9100000000.0,64.0,4.0,4.0,Quận 6,Hồ Chí Minh
7500000000.0,100.0,6.0,6.0,Thủ Đức,Hồ Chí Minh
5200000000.0,60.0,4.0,3.0,Thủ Đức,Hồ Chí Minh
16120000000.000002,214.9,0.0,0.0,Đông Anh,Hà Nội
32000000000.0,220.5,0.0,0.0,Quận 7,Hồ Chí Minh
19200000000.0,127.0,18.0,18.0,Nam Từ Liêm,Hà Nội
2200000000.0,54.0,0.0,0.0,Thủ Đức,Hồ Chí Minh
15500000000.0,113.0,3.0,2.0,Quận 2,Hồ Chí Minh
5100000000.0,35.0,0.0,0.0,Bình Thạnh,Hồ Chí Minh
19500000000.0,243.0,4.0,4.0,Thạch Thất,Hà Nội
20490000000.0,300.0,0.0,0.0,Quận 2,Hồ Chí Minh
10800000000.0,60.0,4.0,5.0,Bình Tân,Hồ Chí Minh
8289999999.999999,70.0,7.0,7.0,Thủ Đức,Hồ Chí Minh
9500000000.0,95.0,5.0,3.0,Vân Đồn,Quảng Ninh
6000000000.0,150.0,4.0,3.0,Phan Thiết,Bình Thuận
7700000000.0,64.0,3.0,2.0,Quận 7,Hồ Chí Minh
8900000000.0,41.0,0.0,0.0,Hoàng Mai,Hà Nội
1440000000.0,40.0,1.0,1.0,Hà Đông,Hà Nội
12700000000.0,107.9,3.0,4.0,Thủ Đức,Hồ Chí Minh
14500000000.0,38.0,0.0,0.0,Cầu Giấy,Hà Nội
12900000000.0,43.0,0.0,0.0,Hoàng Mai,Hà Nội
15000000000.0,47.0,0.0,0.0,Cầu Giấy,Hà Nội
14300000000.0,58.0,4.0,4.0,Quận 10,Hồ Chí Minh
990000000.0,30.0,0.0,0.0,Việt Yên,Bắc Giang
4200000000.0,117.0,3.0,2.0,Thanh Trì,Hà Nội
4980000000.0,168.0,3.0,3.0,Tân Uyên,Bình Dương
11500000000.0,160.0,4.0,3.0,Bắc Từ Liêm,Hà Nội
9500000000.0,60.0,0.0,0.0,Long Biên,Hà Nội
2400000000.0,55.0,0.0,0.0,Hạ Long,Quảng Ninh
11000000000.0,130.0,0.0,0.0,Nam Từ Liêm,Hà Nội
5800000000.0,132.0,0.0,0.0,Vinh,Nghệ An
3600000000.0,63.0,2.0,2.0,Gia Lâm,Hà Nội
19000000000.0,64.0,0.0,0.0,Đống Đa,Hà Nội
750000000.0,169.0,0.0,0.0,Thủ Thừa,Long An
5650000000.0,98.0,2.0,2.0,Hai Bà Trưng,Hà Nội
35500000000.0,200.0,0.0,0.0,Tây Hồ,Hà Nội
4560000000.0,98.0,2.0,2.0,Hà Đông,Hà Nội
6540000000.0,119.0,0.0,0.0,Quận 2,Hồ Chí Minh
10500000000.0,130.0,3.0,3.0,Quận 2,Hồ Chí Minh
2750000000.0,55.0,1.0,1.0,Quận 9,Hồ Chí Minh
12000000000.0,88.0,4.0,4.0,Quận 3,Hồ Chí Minh
2550000000.0,64.0,1.0,1.0,Quận 9,Hồ Chí Minh
3330000000.0,56.5,2.0,2.0,Gia Lâm,Hà Nội
3350000000.0,53.7,2.0,2.0,Gia Lâm,Hà Nội
14000000000.0,70.0,12.0,12.0,Đống Đa,Hà Nội
3790000000.0,69.0,2.0,2.0,Quận 9,Hồ Chí Minh
8000000000.0,100.0,3.0,0.0,Thủ Đức,Hồ Chí Minh
8900000000.0,59.0,0.0,0.0,Tân Phú,Hồ Chí Minh
7600000000.0,40.0,3.0,0.0,Hoàng Mai,Hà Nội
40000000000.0,66.0,4.0,4.0,Thanh Xuân,Hà Nội
1700000000.0,150.0,0.0,0.0,Bến Lức,Long An
2760000000.0,55.0,1.0,1.0,Quận 9,Hồ Chí Minh
14000000000.0,160.0,3.0,3.0,Quận 2,Hồ Chí Minh
85000000000.0,180.0,5.0,4.0,Tây Hồ,Hà Nội
6800000000.0,74.0,4.0,4.0,Quận 12,Hồ Chí Minh
22500000000.0,102.0,0.0,0.0,Ba Đình,Hà Nội
3000000000.0,50.0,1.0,1.0,Quận 2,Hồ Chí Minh
5800000000.0,59.0,4.0,4.0,Thủ Đức,Hồ Chí Minh
18600000000.0,50.0,6.0,6.0,Đống Đa,Hà Nội
8000000000.0,50.5,0.0,0.0,Thanh Oai,Hà Nội
21200000000.0,105.0,16.0,0.0,Gò Vấp,Hồ Chí Minh
1650000000.0,61.0,2.0,2.0,Việt Yên,Bắc Giang
14500000000.0,640.2,0.0,0.0,Hóc Môn,Hồ Chí Minh
6150000000.0,32.0,5.0,3.0,Hai Bà Trưng,Hà Nội
1200000000.0,140.0,0.0,0.0,Bảo Lâm,Lâm Đồng
21000000000.0,100.0,0.0,0.0,Hà Đông,Hà Nội
6850000000.0,30.0,3.0,4.0,Hoàng Mai,Hà Nội
18200000000.0,63.0,0.0,0.0,Hoàng Mai,Hà Nội
5400000000.0,30.0,3.0,4.0,Hoàng Mai,Hà Nội
12460000000.0,100.9,2.0,2.0,Đống Đa,Hà Nội
6250000000.0,33.0,3.0,4.0,Hoàng Mai,Hà Nội
8600000000.0,55.0,3.0,4.0,Hai Bà Trưng,Hà Nội
33500000000.0,71.3,0.0,0.0,Hà Đông,Hà Nội
3850000000.0,67.0,2.0,2.0,Quận 9,Hồ Chí Minh
4900000000.0,65.0,2.0,2.0,Thủ Đức,Hồ Chí Minh
13000000000.0,103.0,12.0,0.0,Sơn Trà,Đà Nẵng
9300000000.0,107.0,0.0,0.0,Gò Vấp,Hồ Chí Minh
12500000000.0,344.0,24.0,24.0,Thủ Đức,Hồ Chí Minh
12600000000.0,48.0,0.0,0.0,Long Biên,Hà Nội
9500000000.0,135.0,3.0,3.0,Quận 2,Hồ Chí Minh
54000000000.0,20000.0,0.0,0.0,Mỹ Hào,Hưng Yên
16200000000.0,272.0,0.0,0.0,Gò Vấp,Hồ Chí Minh
7200000000.0,71.0,2.0,2.0,Phan Thiết,Bình Thuận
13800000000.0,53.0,5.0,4.0,Phú Nhuận,Hồ Chí Minh
48000000000.0,280.0,0.0,0.0,Thanh Xuân,Hà Nội
29400000000.0,61.0,6.0,0.0,Đống Đa,Hà Nội
22000000000.0,75.0,0.0,0.0,Hai Bà Trưng,Hà Nội
57000000000.0,31.0,3.0,4.0,Hoàng Mai,Hà Nội
7900000000.0,150.0,4.0,3.0,Quận 6,Hồ Chí Minh
5500000000.0,104.5,0.0,0.0,Vinh,Nghệ An
2600000000.0,518.0,0.0,0.0,Lương Sơn,Hòa Bình
19500000000.0,65.0,0.0,0.0,Cầu Giấy,Hà Nội
13500000000.0,45.0,0.0,0.0,Hoàng Mai,Hà Nội
8800000000.0,96.0,6.0,4.0,Bình Tân,Hồ Chí Minh
3600000000.0,220.0,0.0,0.0,Cái Răng,Cần Thơ
7500000000.0,54.0,4.0,3.0,Hai Bà Trưng,Hà Nội
2600000000.0,71.0,2.0,2.0,Ngũ Hành Sơn,Đà Nẵng
750000000.0,126.0,0.0,0.0,Phù Cừ,Hưng Yên
6100000000.0,55.0,2.0,3.0,Hoàng Mai,Hà Nội
6100000000.0,30.0,3.0,3.0,Tây Hồ,Hà Nội
1600000000.0,30.0,1.0,1.0,Đồng Hới,Quảng Bình
6900000000.0,42.0,4.0,3.0,Hai Bà Trưng,Hà Nội
3150000000.0,110.0,0.0,0.0,Thuận An,Bình Dương
