Width,Length,Bedrooms,Bathrooms,District,Province,Price
60.0,11.0,7,3,quan 4,tp ho chi minh,12200000000
12.0,55.0,8,3,quan 12,tp ho chi minh,13500000000
30.0,22.0,5,5,can gio,tp ho chi minh,87500000000
44.0,15.0,7,3,tan phu,tp ho chi minh,3900000000
55.0,12.0,7,3,quan 10,tp ho chi minh,6510000000
55.0,12.0,7,3,phu nhuan,tp ho chi minh,12500000000
60.0,11.0,7,3,quan 4,tp ho chi minh,3700000000
20.0,33.0,7,3,bao loc,lam dong,2697000000
33.0,20.0,7,3,ngu hanh son,da nang,4100000000
60.0,11.0,7,3,quan 4,tp ho chi minh,4600000000
30.0,22.0,7,3,can gio,tp ho chi minh,87500000000
2.0,10.0,4,3,hoan kiem,ha noi,5500000000
2.0,10.0,4,3,dong da,ha noi,4000000000
2.0,10.0,4,3,ba dinh,ha noi,2300000000
2.0,10.0,4,4,cau giay,ha noi,3600000000
2.0,10.0,4,3,dong da,ha noi,4500000000
2.0,10.0,3,3,bac tu liem,ha noi,1900000000
2.0,10.0,3,3,thanh xuan,ha noi,5500000000
2.0,10.0,4,4,dong da,ha noi,5000000000
3.0,6.7,2,2,thanh xuan,ha noi,1850000000
2.0,10.0,3,2,cau giay,ha noi,2100000000
2.0,10.0,3,3,bac tu liem,ha noi,2100000000
2.0,10.0,3,4,cau giay,ha noi,2600000000
4.0,5.0,2,2,binh thanh,tp ho chi minh,2700000000
2.0,10.0,4,3,hai ba trung,ha noi,3600000000
4.0,5.0,3,3,dong da,ha noi,1950000000
2.0,10.0,4,4,ba dinh,ha noi,4300000000
2.0,10.0,3,3,cau giay,ha noi,2700000000
2.0,10.0,3,4,cau giay,ha noi,4300000000
2.0,10.0,2,3,hoan kiem,ha noi,4500000000
2.0,10.0,5,4,bac tu liem,ha noi,2720000000
2.0,10.0,5,4,cau giay,ha noi,4450000000
2.0,10.0,6,3,bac tu liem,ha noi,5500000000
2.0,10.0,4,3,hai ba trung,ha noi,2900000000
2.0,10.0,5,5,bac tu liem,ha noi,4500000000
2.0,10.0,4,2,dong da,ha noi,2800000000
2.0,10.0,3,3,ha dong,ha noi,2500000000
3.3,6.0,3,3,tay ho,ha noi,1950000000
2.0,10.0,4,4,cau giay,ha noi,3270000000
2.0,10.0,2,1,ha dong,ha noi,1350000000
2.0,10.0,3,4,ba dinh,ha noi,4850000000
2.0,10.0,3,3,thanh xuan,ha noi,2550000000
2.0,10.0,3,4,dong da,ha noi,3300000000
2.0,10.0,2,3,thanh xuan,ha noi,3200000000
2.0,10.0,1,2,bac tu liem,ha noi,2100000000
2.0,10.0,2,2,ba dinh,ha noi,2300000000
2.0,10.0,4,3,cau giay,ha noi,4700000000
2.0,10.0,4,3,ha dong,ha noi,1800000000
2.0,10.0,3,3,ha dong,ha noi,1130000000
3.0,6.5,1,1,hoan kiem,ha noi,9000000000
2.0,10.0,4,3,cau giay,ha noi,3600000000
2.0,10.0,3,3,cau giay,ha noi,2850000000
4.0,5.0,3,3,hoang mai,ha noi,1100000000
2.0,10.0,3,3,ba dinh,ha noi,7000000000
2.0,10.0,4,5,dong da,ha noi,3550000000
2.0,10.0,2,2,ba dinh,ha noi,3750000000
2.0,10.0,6,4,cau giay,ha noi,3980000000
2.0,10.0,3,3,cau giay,ha noi,3900000000
2.0,10.0,3,4,cau giay,ha noi,3500000000
2.0,10.0,3,3,bac tu liem,ha noi,3300000000
2.0,10.0,3,3,ha dong,ha noi,1600000000
2.0,10.0,1,3,nam tu liem,ha noi,1950000000
2.0,10.0,4,3,nam tu liem,ha noi,2450000000
2.0,10.0,5,4,dong da,ha noi,6500000000
2.0,10.0,6,4,cau giay,ha noi,2650000000
2.0,10.0,2,2,cau giay,ha noi,600000000
2.0,10.0,2,2,ba dinh,ha noi,4800000000
2.0,10.0,5,5,cau giay,ha noi,5700000000
2.0,10.0,2,2,ba dinh,ha noi,1830000000
2.0,10.0,3,4,ba dinh,ha noi,3700000000
4.0,5.0,2,3,quan 1,tp ho chi minh,3200000000
2.0,10.0,5,4,thanh xuan,ha noi,2700000000
4.0,5.0,3,2,quan 7,tp ho chi minh,980000000
2.0,10.0,4,3,ha dong,ha noi,2400000000
2.0,10.0,2,2,ba dinh,ha noi,3700000000
2.0,10.0,3,3,cau giay,ha noi,2900000000
2.0,10.0,3,3,ha dong,ha noi,2100000000
2.0,10.0,6,4,ba dinh,ha noi,7450000000
2.0,10.0,3,4,cau giay,ha noi,3400000000
2.0,10.0,2,2,ba dinh,ha noi,2100000000
2.0,10.0,3,4,bac tu liem,ha noi,3000000000
2.0,10.0,4,4,cau giay,ha noi,2200000000
2.0,10.0,3,3,nam tu liem,ha noi,1930000000
2.0,10.0,3,3,bac tu liem,ha noi,2660000000
2.0,10.0,3,3,ba dinh,ha noi,4250000000
2.0,10.0,3,4,bac tu liem,ha noi,4150000000
2.0,10.0,5,4,ba dinh,ha noi,5800000000
4.0,5.0,3,3,ba dinh,ha noi,2000000000
2.0,10.0,4,3,bac tu liem,ha noi,4300000000
2.0,10.0,3,3,ha dong,ha noi,1900000000
2.0,10.0,4,4,thanh xuan,ha noi,2100000000
2.0,10.0,3,2,ba dinh,ha noi,3700000000
2.0,10.0,5,3,dong da,ha noi,4950000000
2.0,10.0,3,3,cau giay,ha noi,550000000
2.0,10.0,4,4,cau giay,ha noi,6300000000
2.0,10.0,2,1,thanh tri,ha noi,1500000000
2.0,10.0,3,3,cau giay,ha noi,1150000000
2.0,10.0,4,4,cau giay,ha noi,3750000000
2.0,10.0,2,2,ba dinh,ha noi,2800000000
2.0,10.0,4,5,cau giay,ha noi,3300000000
3.75,5.44,1,1,thu duc,tp ho chi minh,1800000000
2.0,10.0,4,4,thanh xuan,ha noi,3200000000
2.0,10.0,3,4,cau giay,ha noi,3800000000
2.0,10.0,3,4,cau giay,ha noi,2900000000
2.7,7.4,3,2,nam dinh,nam dinh,980000000
2.0,10.0,3,4,cau giay,ha noi,2650000000
2.0,10.0,4,4,ba dinh,ha noi,3900000000
2.0,10.0,3,3,nam tu liem,ha noi,3000000000
2.0,10.0,4,3,ba dinh,ha noi,4300000000
4.0,5.0,4,3,binh tan,tp ho chi minh,1580000000
2.0,10.0,2,2,ba dinh,ha noi,2550000000
2.0,10.0,3,3,ba dinh,ha noi,3100000000
2.0,10.0,2,2,ba dinh,ha noi,1400000000
2.0,10.0,4,4,cau giay,ha noi,3800000000
2.0,10.0,4,4,nam tu liem,ha noi,2250000000
2.0,10.0,4,3,dong da,ha noi,4100000000
3.3,6.0,3,3,quan 10,tp ho chi minh,3500000000
2.0,10.0,4,4,cau giay,ha noi,5000000000
2.0,10.0,4,3,ba dinh,ha noi,2400000000
2.0,10.0,4,4,cau giay,ha noi,2600000000
2.0,10.0,4,5,ba dinh,ha noi,3300000000
2.0,10.0,4,4,cau giay,ha noi,3200000000
2.0,10.0,4,3,thanh xuan,ha noi,3200000000
2.0,10.0,3,3,ba dinh,ha noi,2300000000
2.0,10.0,3,3,ba dinh,ha noi,2480000000
2.0,10.0,3,3,cau giay,ha noi,3200000000
2.0,10.0,3,3,ba dinh,ha noi,2400000000
4.0,5.0,2,3,binh thanh,tp ho chi minh,2800000000
2.0,10.0,4,3,cau giay,ha noi,2800000000
2.0,10.0,3,3,dong da,ha noi,2100000000
4.0,5.0,2,1,ba dinh,ha noi,2100000000
2.0,10.0,3,3,hoang mai,ha noi,3100000000
2.0,10.0,4,3,cau giay,ha noi,3450000000
2.0,10.0,4,3,cau giay,ha noi,3900000000
2.0,10.0,3,3,cau giay,ha noi,4200000000
2.0,10.0,3,4,cau giay,ha noi,2200000000
5.0,4.0,3,3,phu nhuan,tp ho chi minh,3000000000
2.0,10.0,3,3,ba dinh,ha noi,2430000000
2.0,10.0,3,4,ba dinh,ha noi,2000000000
2.0,10.0,3,3,hoang mai,ha noi,2750000000
2.0,10.0,4,3,bac tu liem,ha noi,2650000000
2.0,10.0,5,4,cau giay,ha noi,3700000000
2.0,10.0,3,3,ha dong,ha noi,2300000000
5.0,4.0,2,1,ninh kieu,can tho,1490000000
2.0,10.0,3,4,ba dinh,ha noi,1600000000
2.0,10.0,4,3,dong da,ha noi,4600000000
2.0,10.0,4,4,cau giay,ha noi,3500000000
2.0,10.0,6,4,cau giay,ha noi,5500000000
2.0,10.0,3,4,dong da,ha noi,2800000000
2.0,10.0,5,4,dong da,ha noi,4550000000
2.0,10.0,3,3,dong da,ha noi,4400000000
2.0,10.0,4,4,thanh xuan,ha noi,3400000000
4.0,5.0,4,3,cau giay,ha noi,3400000000
2.0,10.0,3,3,hoang mai,ha noi,2600000000
2.0,10.0,3,4,cau giay,ha noi,2450000000
2.0,10.0,6,4,bac tu liem,ha noi,2500000000
2.0,10.0,5,4,bac tu liem,ha noi,2630000000
4.0,5.0,3,3,cau giay,ha noi,1950000000
2.0,10.0,5,4,cau giay,ha noi,2500000000
4.0,5.1,2,2,quan 7,tp ho chi minh,1450000000
2.0,10.0,2,3,ba dinh,ha noi,3850000000
2.0,10.0,4,4,dong da,ha noi,3550000000
2.0,10.0,4,3,ha dong,ha noi,1100000000
4.0,5.0,2,3,quan 10,tp ho chi minh,2900000000
5.0,4.0,2,1,quan 3,tp ho chi minh,2900000000
2.0,10.0,2,2,ba dinh,ha noi,1900000000
3.0,6.5,2,2,hoan kiem,ha noi,3200000000
2.0,10.0,1,1,ha dong,ha noi,1000000000
4.0,5.0,3,4,dong da,ha noi,2600000000
3.6,5.5,2,3,binh thanh,tp ho chi minh,2850000000
2.0,10.0,2,2,bac tu liem,ha noi,2150000000
2.0,10.0,4,3,cau giay,ha noi,2050000000
2.0,10.0,4,4,ha dong,ha noi,1750000000
2.0,10.0,3,3,thanh xuan,ha noi,2850000000
2.0,10.0,2,3,ba dinh,ha noi,2700000000
2.0,10.0,2,3,cau giay,ha noi,2300000000
2.0,10.0,4,4,ha dong,ha noi,2600000000
2.0,10.0,4,3,ha dong,ha noi,3000000000
2.0,10.0,5,4,cau giay,ha noi,3100000000
2.0,10.0,3,3,hai ba trung,ha noi,1320000000
2.0,10.0,3,3,ba dinh,ha noi,2400000000
2.0,10.0,3,4,cau giay,ha noi,2550000000
2.0,10.0,6,4,cau giay,ha noi,2530000000
4.0,5.0,1,2,binh thanh,tp ho chi minh,2800000000
2.0,10.0,4,4,cau giay,ha noi,3280000000
2.0,10.0,5,4,cau giay,ha noi,3150000000
2.0,10.0,4,4,cau giay,ha noi,4500000000
2.0,10.0,2,3,ba dinh,ha noi,1600000000
2.0,10.0,4,3,dong da,ha noi,4300000000
2.0,10.0,4,3,nam tu liem,ha noi,2100000000
2.0,10.0,3,2,ha dong,ha noi,2400000000
2.0,10.0,4,4,bac tu liem,ha noi,4200000000
4.0,5.0,2,2,quan 10,tp ho chi minh,2900000000
2.0,10.0,4,3,ha dong,ha noi,1200000000
2.0,10.0,4,4,ba dinh,ha noi,4500000000
2.0,10.0,4,3,cau giay,ha noi,4650000000
2.0,10.0,3,2,ba dinh,ha noi,2800000000
2.0,10.0,2,2,ba dinh,ha noi,1450000000
2.0,10.0,3,4,cau giay,ha noi,3200000000
2.0,10.0,4,4,ha dong,ha noi,1930000000
2.0,10.0,4,4,ha dong,ha noi,1400000000
2.0,10.0,5,5,cau giay,ha noi,3900000000
2.0,10.0,4,3,bac tu liem,ha noi,3300000000
2.0,10.0,2,2,cau giay,ha noi,2700000000
3.0,6.5,2,3,binh thanh,tp ho chi minh,2650000000
5.0,4.0,3,3,quan 10,tp ho chi minh,4300000000
2.0,10.0,3,3,thanh xuan,ha noi,5000000000
2.0,10.0,2,3,ba dinh,ha noi,1650000000
2.0,10.0,4,3,cau giay,ha noi,3200000000
2.0,10.0,3,3,bac tu liem,ha noi,2400000000
2.0,10.0,3,3,bac tu liem,ha noi,2380000000
2.0,10.0,4,4,ha dong,ha noi,1850000000
2.0,10.0,3,4,dong da,ha noi,2750000000
2.0,10.0,4,4,cau giay,ha noi,3300000000
2.0,10.0,3,4,bac tu liem,ha noi,2500000000
4.0,5.0,3,2,ha dong,ha noi,2000000000
2.0,10.0,4,4,hai ba trung,ha noi,4600000000
2.0,10.0,2,3,thanh xuan,ha noi,3300000000
2.0,10.0,5,4,bac tu liem,ha noi,4200000000
2.0,10.0,5,4,ba dinh,ha noi,4750000000
2.0,10.0,2,2,thanh xuan,ha noi,2150000000
2.0,10.0,4,3,ha dong,ha noi,2100000000
2.0,10.0,2,3,ba dinh,ha noi,2900000000
2.0,10.0,3,3,dong da,ha noi,3400000000
2.0,10.0,5,5,ba dinh,ha noi,4500000000
2.0,10.0,3,4,ha dong,ha noi,1950000000
2.0,10.0,3,3,cau giay,ha noi,3250000000
2.0,10.0,4,3,ha dong,ha noi,2800000000
2.0,10.0,6,5,cau giay,ha noi,7300000000
2.0,10.0,3,3,cau giay,ha noi,2080000000
3.3,6.0,3,3,hai ba trung,ha noi,6500000000
2.0,10.0,4,3,cau giay,ha noi,4100000000
3.0,6.5,2,3,nha be,tp ho chi minh,1280000000
2.0,10.0,3,4,cau giay,ha noi,3650000000
2.0,10.0,5,4,ba dinh,ha noi,6000000000
2.0,10.0,3,4,ba dinh,ha noi,4700000000
2.0,10.0,4,3,ba dinh,ha noi,2500000000
2.0,10.0,3,3,ba dinh,ha noi,2800000000
2.0,10.0,3,4,cau giay,ha noi,2420000000
2.0,10.0,3,3,hai ba trung,ha noi,2500000000
2.0,10.0,4,4,bac tu liem,ha noi,3800000000
2.0,10.0,4,3,ha dong,ha noi,1990000000
2.0,10.0,4,3,ha dong,ha noi,2250000000
2.0,10.0,3,3,ha dong,ha noi,1800000000
2.0,10.0,3,3,cau giay,ha noi,4000000000
2.0,10.0,3,3,thanh xuan,ha noi,2850000000
2.0,10.0,5,5,ba dinh,ha noi,6300000000
2.0,10.0,3,3,bac tu liem,ha noi,3250000000
2.0,10.0,4,4,ba dinh,ha noi,5200000000
2.0,10.0,3,3,dong da,ha noi,3750000000
2.0,10.0,3,4,ba dinh,ha noi,2100000000
2.0,10.0,2,1,ba dinh,ha noi,1250000000
2.0,10.0,5,5,cau giay,ha noi,4000000000
2.0,10.0,6,4,cau giay,ha noi,2550000000
4.0,5.0,3,3,tay ho,ha noi,2100000000
2.0,10.0,4,4,cau giay,ha noi,4700000000
2.0,10.0,3,3,hoang mai,ha noi,2045000000
2.0,10.0,4,3,dong da,ha noi,4350000000
4.0,5.0,1,1,thu duc,tp ho chi minh,1150000000
2.0,10.0,3,3,dong da,ha noi,3750000000
4.0,5.0,2,2,quan 10,tp ho chi minh,2500000000
4.0,5.0,3,2,tan binh,tp ho chi minh,1700000000
2.0,10.0,5,4,cau giay,ha noi,3500000000
2.0,10.0,4,3,nam tu liem,ha noi,1930000000
5.0,4.0,2,2,di an,binh duong,650000000
2.0,10.0,4,3,ha dong,ha noi,1130000000
2.0,10.0,3,4,cau giay,ha noi,2620000000
2.0,10.0,5,4,cau giay,ha noi,4200000000
2.0,10.0,3,4,ba dinh,ha noi,4400000000
2.0,10.0,1,2,ba dinh,ha noi,2680000000
2.0,10.0,3,4,nam tu liem,ha noi,2250000000
2.0,10.0,3,4,ha dong,ha noi,1150000000
2.0,10.0,3,4,ba dinh,ha noi,2260000000
2.0,10.0,2,1,bac tu liem,ha noi,2090000000
2.0,10.0,2,3,ba dinh,ha noi,3300000000
2.0,10.0,3,3,ba dinh,ha noi,5800000000
2.0,10.0,4,3,thanh xuan,ha noi,3000000000
2.0,10.0,4,3,cau giay,ha noi,5220000000
2.0,10.0,3,3,hoang mai,ha noi,2400000000
2.0,10.0,4,4,ha dong,ha noi,2250000000
2.0,10.0,3,4,ha dong,ha noi,1850000000
2.0,10.0,4,3,cau giay,ha noi,5400000000
2.0,10.0,3,4,cau giay,ha noi,2990000000
2.0,10.0,3,4,ba dinh,ha noi,2500000000
2.0,10.0,4,3,ha dong,ha noi,1950000000
3.0,6.8,2,3,binh thanh,tp ho chi minh,3000000000
3.4,6.0,2,3,tay ho,ha noi,2100000000
2.0,10.0,6,3,thanh xuan,ha noi,3200000000
2.0,10.0,4,4,cau giay,ha noi,5400000000
4.0,5.0,1,1,binh chanh,tp ho chi minh,600000000
2.0,10.0,2,3,bac tu liem,ha noi,2200000000
2.0,10.0,5,5,ba dinh,ha noi,7450000000
2.0,10.0,4,3,ha dong,ha noi,1700000000
2.0,10.0,1,3,ha dong,ha noi,1220000000
2.0,10.0,4,3,cau giay,ha noi,3400000000
2.0,10.0,3,3,ba dinh,ha noi,2000000000
2.0,10.0,1,1,ba dinh,ha noi,3500000000
2.0,10.0,3,3,ba dinh,ha noi,3250000000
2.0,10.0,6,4,ba dinh,ha noi,5600000000
2.0,10.0,2,2,ba dinh,ha noi,2950000000
2.0,10.0,4,3,ha dong,ha noi,1900000000
2.0,10.0,2,2,ba dinh,ha noi,3000000000
2.0,10.0,3,4,nam tu liem,ha noi,2900000000
2.0,10.0,6,4,cau giay,ha noi,5600000000
2.0,10.0,4,3,dong da,ha noi,4850000000
2.0,10.0,6,4,cau giay,ha noi,5800000000
2.0,10.0,4,4,ha dong,ha noi,2180000000
2.0,10.0,2,2,ba dinh,ha noi,1600000000
2.0,10.0,1,2,cau giay,ha noi,2000000000
2.0,10.0,3,3,dong da,ha noi,2970000000
4.0,5.0,4,3,binh tan,tp ho chi minh,1970000000
4.5,4.5,1,1,long bien,ha noi,2200000000
2.0,10.0,17,3,ha dong,ha noi,5600000000
2.0,10.0,3,4,dong da,ha noi,3450000000
2.0,10.0,3,3,dong da,ha noi,3900000000
2.0,10.0,4,4,ba dinh,ha noi,3500000000
5.0,4.0,4,4,go vap,tp ho chi minh,13600000000
2.0,10.0,3,4,cau giay,ha noi,2800000000
2.0,10.0,4,3,ha dong,ha noi,2000000000
3.0,6.5,2,2,phu nhuan,tp ho chi minh,2890000000
2.0,10.0,4,4,ha dong,ha noi,1130000000
2.0,10.0,3,3,ha dong,ha noi,1220000000
2.0,10.0,3,4,cau giay,ha noi,4550000000
2.0,10.0,5,4,cau giay,ha noi,4700000000
3.0,6.5,2,2,tan binh,tp ho chi minh,2600000000
2.0,10.0,4,4,dong da,ha noi,5600000000
2.0,10.0,3,3,cau giay,ha noi,2550000000
2.0,10.0,4,4,dong da,ha noi,3500000000
2.0,10.0,3,4,ba dinh,ha noi,3000000000
2.0,10.0,6,4,hai ba trung,ha noi,4300000000
2.0,10.0,3,3,thanh tri,ha noi,1990000000
2.0,10.0,2,2,bac tu liem,ha noi,1990000000
2.0,10.0,3,4,dong da,ha noi,4800000000
2.0,10.0,5,4,ba dinh,ha noi,4800000000
2.0,10.0,3,3,dong da,ha noi,4000000000
2.0,10.0,8,9,nam tu liem,ha noi,4050000000
2.0,10.0,5,4,cau giay,ha noi,5000000000
2.0,10.0,4,3,ba dinh,ha noi,2350000000
2.0,10.0,2,2,cau giay,ha noi,2200000000
2.0,10.0,3,3,ha dong,ha noi,1750000000
2.0,10.0,3,4,cau giay,ha noi,3450000000
2.0,10.0,3,3,ha dong,ha noi,1750000000
2.0,10.0,3,2,ba dinh,ha noi,1850000000
2.0,10.0,3,3,dong da,ha noi,1300000000
2.0,10.0,3,4,ha dong,ha noi,2700000000
4.0,5.0,2,2,quan 10,tp ho chi minh,2650000000
2.0,10.0,4,3,ha dong,ha noi,1150000000
2.0,10.0,5,4,cau giay,ha noi,5400000000
2.0,10.0,3,3,ha dong,ha noi,3350000000
2.0,10.0,3,4,ba dinh,ha noi,3500000000
2.0,10.0,3,3,ha dong,ha noi,1640000000
2.0,10.0,4,4,ha dong,ha noi,1050000000
2.0,10.0,3,4,ba dinh,ha noi,2750000000
2.0,10.0,5,4,cau giay,ha noi,2700000000
2.0,10.0,3,4,ba dinh,ha noi,4800000000
2.0,10.0,4,4,bac tu liem,ha noi,2200000000
2.0,10.0,3,3,cau giay,ha noi,2250000000
2.0,10.0,9,9,dong da,ha noi,5000000000
2.0,10.0,3,2,ba dinh,ha noi,2050000000
2.5,8.0,2,2,phu nhuan,tp ho chi minh,2250000000
2.0,10.0,3,4,ba dinh,ha noi,3650000000
2.0,10.0,5,4,bac tu liem,ha noi,4500000000
2.0,10.0,4,3,cau giay,ha noi,3700000000
2.0,10.0,2,2,ba dinh,ha noi,1750000000
2.0,10.0,3,3,ba dinh,ha noi,3400000000
2.0,10.0,2,2,cau giay,ha noi,1100000000
2.0,10.0,3,3,bac tu liem,ha noi,2600000000
2.0,10.0,4,3,hai ba trung,ha noi,2300000000
2.0,10.0,2,2,ba dinh,ha noi,2840000000
2.0,10.0,4,4,cau giay,ha noi,4900000000
3.5,5.7,2,2,ba dinh,ha noi,1600000000
2.0,10.0,3,3,ha dong,ha noi,1950000000
2.0,10.0,3,9,ha dong,ha noi,1130000000
2.0,10.0,3,3,hoang mai,ha noi,1880000000
2.0,10.0,4,3,ha dong,ha noi,2500000000
2.0,10.0,5,4,cau giay,ha noi,3600000000
4.0,5.0,3,3,da lat,lam dong,3250000000
2.0,10.0,2,1,ba dinh,ha noi,1950000000
2.0,10.0,3,3,ba dinh,ha noi,3950000000
2.0,10.0,3,4,cau giay,ha noi,3980000000
2.0,10.0,3,3,ba dinh,ha noi,3050000000
3.2,6.2,1,3,quan 7,tp ho chi minh,2300000000
2.0,10.0,4,4,cau giay,ha noi,3650000000
2.0,10.0,3,3,cau giay,ha noi,5500000000
2.0,10.0,5,3,thanh xuan,ha noi,3900000000
2.0,10.0,2,3,ha dong,ha noi,1900000000
4.0,5.0,2,3,nha be,tp ho chi minh,1150000000
2.0,10.0,4,3,thanh xuan,ha noi,7300000000
2.0,10.0,3,4,cau giay,ha noi,3550000000
3.25,6.0,3,4,quan 5,tp ho chi minh,5800000000
2.0,10.0,4,4,bac tu liem,ha noi,2670000000
2.0,10.0,3,4,ba dinh,ha noi,1500000000
2.0,10.0,3,3,ba dinh,ha noi,3700000000
2.0,10.0,3,4,thanh xuan,ha noi,2900000000
2.0,10.0,4,3,dong da,ha noi,3000000000
2.0,10.0,6,4,cau giay,ha noi,5520000000
2.0,10.0,5,4,cau giay,ha noi,5300000000
2.0,10.0,3,4,cau giay,ha noi,2840000000
2.0,10.0,2,2,ba dinh,ha noi,1650000000
2.0,10.0,2,3,bac tu liem,ha noi,2660000000
2.0,10.0,2,3,ba dinh,ha noi,2890000000
2.0,10.0,7,6,ba dinh,ha noi,4300000000
4.0,5.0,2,1,hoan kiem,ha noi,20000000000
2.0,10.0,3,3,bac tu liem,ha noi,2650000000
2.0,10.0,3,3,thanh xuan,ha noi,2950000000
4.0,5.0,2,2,tay ho,ha noi,2300000000
2.0,10.0,4,4,ba dinh,ha noi,4700000000
2.0,10.0,3,3,dong da,ha noi,2900000000
2.0,10.0,3,3,cau giay,ha noi,3500000000
2.0,10.0,3,3,nam tu liem,ha noi,2050000000
2.0,10.0,3,4,cau giay,ha noi,3300000000
2.0,10.0,2,2,cau giay,ha noi,2600000000
2.0,10.0,5,4,ba dinh,ha noi,4300000000
2.0,10.0,3,3,ba dinh,ha noi,2100000000
5.0,4.0,2,1,binh thanh,tp ho chi minh,3100000000
2.0,10.0,3,3,hai ba trung,ha noi,1400000000
2.0,10.0,3,4,ha dong,ha noi,2600000000
2.0,10.0,3,4,ba dinh,ha noi,4000000000
2.0,10.0,4,4,dong da,ha noi,3600000000
2.0,10.0,5,5,ba dinh,ha noi,4200000000
2.0,10.0,6,3,dong da,ha noi,5400000000
4.4,4.5,2,3,quan 3,tp ho chi minh,2650000000
2.0,10.0,4,3,hai ba trung,ha noi,3900000000
2.0,10.0,4,4,bac tu liem,ha noi,2600000000
4.0,5.0,2,2,quan 1,tp ho chi minh,2700000000
2.0,10.0,4,3,cau giay,ha noi,4300000000
2.0,10.0,6,3,thanh xuan,ha noi,3950000000
2.0,10.0,2,3,ba dinh,ha noi,1400000000
2.0,10.0,6,5,ba dinh,ha noi,5300000000
2.0,10.0,4,4,cau giay,ha noi,3320000000
2.0,10.0,5,4,ha dong,ha noi,2700000000
2.0,10.0,3,3,ba dinh,ha noi,2600000000
4.0,5.0,2,3,quan 10,tp ho chi minh,2700000000
4.0,5.0,2,1,binh thanh,tp ho chi minh,1910000000
2.0,10.0,6,4,bac tu liem,ha noi,2600000000
4.0,5.0,2,2,quan 3,tp ho chi minh,2600000000
2.0,10.0,2,3,bac tu liem,ha noi,2220000000
2.0,10.0,3,4,ba dinh,ha noi,3200000000
4.0,5.0,2,2,phu nhuan,tp ho chi minh,3880000000
3.4,6.0,2,2,quan 4,tp ho chi minh,1850000000
5.0,4.0,2,2,binh thanh,tp ho chi minh,2150000000
2.0,10.0,2,2,ba dinh,ha noi,3150000000
2.0,10.0,3,4,cau giay,ha noi,4100000000
2.0,10.0,6,4,bac tu liem,ha noi,2700000000
4.0,5.0,2,3,phu nhuan,tp ho chi minh,3800000000
2.0,10.0,3,4,ba dinh,ha noi,4600000000
2.0,10.0,3,1,ba dinh,ha noi,1040000000
4.0,5.0,2,1,ninh kieu,can tho,1200000000
2.0,10.0,3,3,hai ba trung,ha noi,4000000000
2.0,10.0,2,3,hai ba trung,ha noi,1780000000
2.0,10.0,5,4,cau giay,ha noi,4500000000
2.0,10.0,5,5,cau giay,ha noi,2500000000
2.0,10.0,3,4,ba dinh,ha noi,2760000000
2.0,10.0,4,3,ba dinh,ha noi,2900000000
2.0,10.0,2,3,ba dinh,ha noi,2400000000
3.0,6.6,2,3,thu duc,tp ho chi minh,2300000000
2.0,10.0,3,4,ba dinh,ha noi,3550000000
2.0,10.0,4,5,dong da,ha noi,3450000000
2.0,10.0,4,3,ha dong,ha noi,3100000000
2.0,10.0,5,4,bac tu liem,ha noi,2750000000
2.0,10.0,3,4,ba dinh,ha noi,4500000000
2.0,10.0,4,3,ha dong,ha noi,1750000000
2.0,10.0,2,2,ba dinh,ha noi,1640000000
2.0,10.0,3,4,thanh tri,ha noi,1320000000
4.0,5.0,2,2,thu duc,tp ho chi minh,1890000000
2.0,10.0,3,4,cau giay,ha noi,4050000000
2.0,10.0,3,4,ba dinh,ha noi,2250000000
2.0,10.0,3,3,ba dinh,ha noi,2100000000
2.0,10.0,3,4,ba dinh,ha noi,3050000000
2.0,10.0,3,3,ha dong,ha noi,1850000000
2.0,10.0,4,4,hoang mai,ha noi,2750000000
2.0,10.0,3,3,ha dong,ha noi,2800000000
2.0,10.0,4,3,cau giay,ha noi,2750000000
4.0,5.0,3,3,quan 12,tp ho chi minh,580000000
2.0,10.0,4,4,dong da,ha noi,3400000000
2.0,10.0,3,4,cau giay,ha noi,2430000000
2.0,10.0,3,4,cau giay,ha noi,4000000000
3.0,6.5,2,2,hoan kiem,ha noi,1950000000
2.0,10.0,4,3,ha dong,ha noi,1500000000
2.0,10.0,3,3,hai ba trung,ha noi,4650000000
2.0,10.0,4,3,nam tu liem,ha noi,2200000000
2.0,10.0,3,4,ba dinh,ha noi,4300000000
2.0,10.0,4,4,cau giay,ha noi,4000000000
2.0,10.0,3,3,hai ba trung,ha noi,2800000000
2.0,10.0,3,3,cau giay,ha noi,3300000000
2.0,10.0,3,4,cau giay,ha noi,2870000000
2.0,10.0,3,3,ha dong,ha noi,1550000000
2.0,10.0,5,5,cau giay,ha noi,4500000000
3.0,6.5,2,2,phu nhuan,tp ho chi minh,3050000000
2.0,10.0,6,4,cau giay,ha noi,3900000000
2.0,10.0,3,4,cau giay,ha noi,3350000000
3.1,6.5,2,2,tay ho,ha noi,2000000000
2.0,10.0,4,4,ha dong,ha noi,1720000000
2.0,10.0,3,3,ba dinh,ha noi,2650000000
4.0,5.0,2,2,thu duc,tp ho chi minh,1450000000
2.0,10.0,3,3,dong da,ha noi,3800000000
4.0,5.0,1,2,go vap,tp ho chi minh,2450000000
2.0,10.0,2,1,bac tu liem,ha noi,2100000000
